Property_ID,City,Area_Locality,Property_Type,BHK,Size_sqft,Bathroom_Count,Furnishing_Status,Floor_Number,Total_Floors,Parking_Available,Distance_to_Metro_km,Property_Age_Years,Monthly_Rent
P00257,Hyderabad,Kukatpally,Independent House,4,787.0,5.0,Unfurnished,19,21,No,1.02,2,34179
P00258,Chennai,T Nagar,Villa,3,2050.0,1.0,Semi-Furnished,13,25,Yes,0.77,2,60098
P00259,Bangalore,Indiranagar,Villa,5,675.0,3.0,Unfurnished,5,9,Yes,7.14,0,29751
P00260,Mumbai,Powai,Villa,5,1511.0,2.0,Semi-Furnished,4,13,Yes,7.76,0,61242
P00261,Mumbai,Powai,Villa,1,1527.0,1.0,Semi-Furnished,14,23,No,0.74,18,51940
P00262,Hyderabad,Gachibowli,Independent House,1,2800.0,1.0,Furnished,16,17,Yes,8.62,0,70200
P00263,Bangalore,Indiranagar,Independent House,4,1064.0,2.0,,17,24,Yes,3.35,13,46290
P00264,Hyderabad,Madhapur,Apartment,5,1977.0,1.0,Unfurnished,1,7,Yes,8.08,1,54746
P00265,Bangalore,Indiranagar,Independent House,3,1790.0,1.0,Unfurnished,14,15,No,2.17,18,48518
P00266,Pune,Wakad,Independent House,3,2873.0,4.0,Furnished,17,21,Yes,0.26,13,78392
P00267,Chennai,OMR,Villa,1,1822.0,1.0,Unfurnished,12,24,No,1.22,16,42562
P00268,Mumbai,Borivali,Apartment,2,1596.0,1.0,Furnished,7,24,No,7.07,11,57791
P00269,Pune,Hinjewadi,Villa,1,2520.0,1.0,Unfurnished,12,14,Yes,4.46,4,58960
P00270,Hyderabad,Madhapur,Independent House,4,1786.0,3.0,Semi-Furnished,8,16,Yes,9.45,4,53618
P00271,Bangalore,Electronic City,Apartment,2,2291.0,2.0,Semi-Furnished,13,15,No,9.65,6,60151
P00272,Hyderabad,Kukatpally,Independent House,1,820.0,1.0,Unfurnished,9,11,Yes,8.39,10,18201
P00273,Bangalore,Electronic City,Independent House,4,2553.0,1.0,Unfurnished,9,18,Yes,0.5,12,71985
P00274,Delhi,Rohini,Apartment,4,867.0,2.0,Furnished,0,2,Yes,1.48,12,39501
P00275,Pune,Hinjewadi,Villa,5,1510.0,1.0,Furnished,2,9,No,8.13,2,47191
P00276,Bangalore,Whitefield,Independent House,1,1138.0,2.0,Unfurnished,12,20,Yes,3.95,13,31643
P00277,Hyderabad,Gachibowli,Apartment,3,1596.0,4.0,Furnished,1,21,Yes,6.54,15,50036
P00278,Delhi,Karol Bagh,Apartment,1,1595.0,2.0,Furnished,13,17,Yes,6.38,17,43142
P00279,Mumbai,Powai,Independent House,5,2435.0,3.0,Unfurnished,16,22,No,2.85,0,81029
P00280,Delhi,Rohini,Apartment,3,689.0,4.0,Unfurnished,11,24,Yes,9.75,3,24810
P00281,Pune,Wakad,Independent House,5,679.0,2.0,Unfurnished,12,18,Yes,1.93,18,26348
P00282,Pune,Baner,Villa,1,1890.0,1.0,Unfurnished,6,22,No,1.92,1,44591
P00283,Bangalore,Electronic City,Villa,2,531.0,3.0,Semi-Furnished,0,11,Yes,8.1,10,26290
P00284,Chennai,OMR,Apartment,1,1055.0,1.0,Furnished,16,22,Yes,3.86,12,35041
P00285,Bangalore,Marathahalli,Independent House,3,1008.0,2.0,Unfurnished,13,24,No,6.56,5,35005
P00286,Delhi,Saket,Apartment,5,1168.0,4.0,Semi-Furnished,9,14,Yes,7.34,18,41992
P00287,Delhi,Dwarka,Apartment,5,1753.0,5.0,Furnished,20,25,Yes,9.38,4,59461
P00288,Pune,Hinjewadi,Apartment,3,1758.0,2.0,Unfurnished,2,25,No,4.58,8,44176
P00289,Chennai,Velachery,Independent House,3,892.0,1.0,Furnished,12,20,No,9.7,13,28818
P00290,Mumbai,Powai,Villa,4,865.0,4.0,Unfurnished,20,22,Yes,4.62,1,45562
P00291,Bangalore,Marathahalli,Independent House,1,753.0,2.0,Furnished,12,15,Yes,5.56,2,31460
P00292,Delhi,Karol Bagh,Villa,1,2216.0,1.0,Unfurnished,13,16,Yes,1.19,6,56654
P00293,Mumbai,Powai,Villa,3,1668.0,2.0,Furnished,1,14,No,1.71,11,61835
P00294,Mumbai,Andheri,Independent House,5,2417.0,2.0,Furnished,0,7,Yes,6.45,2,85800
P00295,Bangalore,Marathahalli,Independent House,4,2453.0,3.0,Furnished,20,25,No,2.01,12,74425
P00296,Chennai,Anna Nagar,Apartment,3,2251.0,4.0,Semi-Furnished,7,16,Yes,1.68,3,63592
P00297,Pune,Baner,Villa,4,2865.0,2.0,Unfurnished,1,14,No,9.66,15,68742
P00298,Chennai,Anna Nagar,Independent House,1,2067.0,1.0,Unfurnished,18,23,Yes,1.38,14,49173
P00299,Chennai,T Nagar,Apartment,2,624.0,2.0,Furnished,13,17,Yes,8.37,8,23866
P00300,Pune,Hinjewadi,Apartment,4,2728.0,4.0,Unfurnished,10,24,No,5.29,0,74114
P00301,Delhi,Karol Bagh,Apartment,4,1062.0,2.0,Unfurnished,18,23,Yes,9.26,18,29432
P00302,Hyderabad,Madhapur,Independent House,3,2018.0,4.0,Unfurnished,19,23,Yes,1.89,12,54685
P00303,Delhi,Karol Bagh,Apartment,4,1807.0,2.0,Furnished,15,20,No,0.4,9,59421
P00304,Hyderabad,Kukatpally,Villa,1,1383.0,1.0,Semi-Furnished,14,20,No,7.34,19,35223
P00305,Bangalore,Electronic City,Independent House,2,2117.0,3.0,Semi-Furnished,16,22,Yes,5.25,5,58598
P00306,Hyderabad,Kukatpally,Apartment,5,2779.0,1.0,Furnished,6,13,Yes,2.65,14,76709
P00307,Hyderabad,Gachibowli,Independent House,3,2351.0,4.0,Unfurnished,3,25,Yes,2.57,15,64717
P00308,Mumbai,Bandra,Independent House,5,2708.0,3.0,Semi-Furnished,5,14,Yes,2.99,12,87078
P00309,Chennai,T Nagar,Apartment,2,1296.0,2.0,Unfurnished,13,22,Yes,8.67,0,35159
P00310,Chennai,T Nagar,Villa,1,1366.0,2.0,Unfurnished,9,18,No,8.98,11,31095
P00311,Hyderabad,Gachibowli,Independent House,3,2582.0,4.0,Unfurnished,3,4,No,5.7,19,65668
P00312,Hyderabad,Madhapur,Villa,1,2423.0,1.0,Semi-Furnished,8,19,No,2.76,20,58059
P00313,Chennai,T Nagar,Villa,2,682.0,3.0,Semi-Furnished,10,21,Yes,7.27,20,23052
P00314,Hyderabad,Madhapur,Independent House,4,2040.0,1.0,Unfurnished,18,25,Yes,3.56,7,58528
P00315,Delhi,Karol Bagh,Villa,3,2527.0,3.0,Furnished,17,20,No,1.16,4,74338
P00316,Pune,Wakad,Villa,3,815.0,2.0,Semi-Furnished,7,17,No,7.92,10,25226
P00317,Hyderabad,Madhapur,Independent House,1,2377.0,1.0,Unfurnished,18,23,Yes,4.83,6,58373
P00318,Bangalore,Indiranagar,Villa,3,2142.0,1.0,Furnished,4,11,No,4.21,18,62195
P00319,Chennai,OMR,Villa,2,781.0,2.0,Semi-Furnished,20,22,No,6.42,0,26612
P00320,Hyderabad,Gachibowli,Apartment,5,1098.0,4.0,Furnished,4,24,No,6.41,12,41943
P00321,Mumbai,Borivali,Apartment,1,2636.0,1.0,Unfurnished,11,12,No,7.62,16,69420
P00322,Bangalore,Whitefield,Villa,2,1376.0,3.0,Semi-Furnished,9,14,Yes,3.96,18,42765
P00323,Chennai,Velachery,Apartment,3,1641.0,4.0,Unfurnished,16,25,No,4.45,4,45796
P00324,Mumbai,Powai,Apartment,2,2102.0,1.0,Furnished,7,12,Yes,7.39,18,69333
P00325,Chennai,Velachery,Independent House,1,1986.0,2.0,Unfurnished,19,20,Yes,6.69,20,42504
P00326,Bangalore,Whitefield,Independent House,4,2007.0,1.0,Unfurnished,8,24,Yes,2.21,20,53793
P00327,Hyderabad,Kukatpally,Villa,1,2581.0,2.0,Unfurnished,19,25,Yes,4.3,3,64737
P00328,Pune,Hinjewadi,Independent House,1,885.0,2.0,Furnished,19,21,No,8.35,6,26494
P00329,Pune,Kharadi,Independent House,2,611.0,3.0,Semi-Furnished,6,22,No,2.5,0,27619
P00330,Bangalore,Whitefield,Villa,4,1060.0,1.0,Unfurnished,2,6,No,6.51,14,32093
P00331,Hyderabad,Kukatpally,Apartment,1,1165.0,1.0,Semi-Furnished,11,24,No,4.37,3,30727
P00332,Bangalore,Whitefield,Apartment,2,1796.0,2.0,Semi-Furnished,19,22,Yes,3.85,10,51607
P00333,Bangalore,Indiranagar,Independent House,4,1563.0,4.0,Unfurnished,15,22,Yes,1.31,1,51959
P00334,Bangalore,Indiranagar,Villa,4,2780.0,4.0,Furnished,19,23,No,6.19,4,82173
P00335,Mumbai,Andheri,Independent House,4,638.0,1.0,Semi-Furnished,20,23,Yes,7.1,16,38864
P00336,Pune,Wakad,Villa,3,2576.0,1.0,Semi-Furnished,7,23,No,6.7,20,62169
P00337,Chennai,Velachery,Apartment,2,2520.0,2.0,Semi-Furnished,5,8,No,3.34,10,63647
P00338,Bangalore,Electronic City,Villa,4,,2.0,Furnished,14,22,No,1.06,15,66495
P00339,Hyderabad,Hitech City,Independent House,1,870.0,2.0,Semi-Furnished,1,19,Yes,8.29,19,25502
P00340,Pune,Baner,Villa,5,1297.0,6.0,Unfurnished,14,20,No,8.29,7,41007
P00341,Hyderabad,Kukatpally,Villa,3,2303.0,1.0,Furnished,7,8,No,3.68,20,61365
P00342,Delhi,Saket,Villa,1,637.0,1.0,Semi-Furnished,4,18,Yes,2.69,6,23921
P00343,Bangalore,Indiranagar,Apartment,4,1230.0,3.0,Furnished,13,14,Yes,7.77,14,45635
P00344,Pune,Wakad,Independent House,1,2622.0,1.0,Unfurnished,13,23,No,9.26,5,60132
P00345,Delhi,Rohini,Villa,2,874.0,2.0,Unfurnished,19,24,No,5.14,12,26556
P00346,Delhi,Rohini,Independent House,4,1854.0,3.0,Semi-Furnished,4,9,No,6.1,16,53291
P00347,Pune,Baner,Villa,5,1340.0,2.0,Furnished,19,25,No,6.93,4,47874
P00348,Pune,Wakad,Villa,5,1770.0,6.0,Furnished,11,20,No,5.91,13,59681
P00349,Pune,Baner,Independent House,1,2591.0,1.0,Furnished,12,15,Yes,6.77,6,64908
P00350,Chennai,OMR,Villa,3,1049.0,1.0,Unfurnished,9,16,Yes,3.72,14,28279
P00351,Delhi,Rohini,Villa,5,2042.0,2.0,Unfurnished,9,11,No,4.0,10,59847
P00352,Bangalore,Whitefield,Villa,3,1281.0,4.0,Furnished,20,23,Yes,7.81,6,45934
P00353,Mumbai,Bandra,Villa,1,1215.0,1.0,Unfurnished,16,18,No,0.6,8,47159
P00354,Hyderabad,Gachibowli,Apartment,5,1494.0,1.0,Semi-Furnished,14,17,Yes,1.71,10,51245
P00355,Bangalore,Marathahalli,Independent House,5,2703.0,3.0,Furnished,10,19,Yes,9.58,16,75117
P00356,Delhi,Rohini,Independent House,5,2649.0,4.0,Furnished,11,15,Yes,6.7,10,79178
P00357,Hyderabad,Gachibowli,Villa,5,2395.0,5.0,Unfurnished,0,4,No,4.57,20,66646
P00358,Delhi,Rohini,Apartment,3,2012.0,1.0,Semi-Furnished,8,18,Yes,9.13,11,55362
P00359,Delhi,Karol Bagh,Independent House,1,1664.0,1.0,Semi-Furnished,16,18,Yes,1.84,17,47920
P00360,Bangalore,Whitefield,Apartment,2,2187.0,1.0,Furnished,17,24,Yes,7.52,4,59700
P00361,Mumbai,Powai,Apartment,1,750.0,1.0,Furnished,8,11,Yes,9.13,13,36603
P00362,Mumbai,Borivali,Independent House,3,519.0,4.0,Unfurnished,3,21,Yes,6.49,19,29797
P00363,Pune,Hinjewadi,Villa,1,1915.0,1.0,Semi-Furnished,9,12,No,7.7,14,44429
P00364,Mumbai,Andheri,Independent House,2,2635.0,1.0,Furnished,12,25,No,9.61,4,78944
P00365,Pune,Baner,Apartment,5,2723.0,2.0,Furnished,1,2,No,5.46,2,76293
P00366,Chennai,OMR,Apartment,4,2549.0,2.0,Furnished,5,13,No,2.1,5,75809
P00367,Delhi,Dwarka,Villa,4,2701.0,1.0,Semi-Furnished,2,11,Yes,2.13,18,75388
P00368,Hyderabad,Madhapur,Apartment,2,859.0,2.0,Unfurnished,2,9,No,4.96,10,26323
P00369,Pune,Baner,Villa,5,1074.0,5.0,Unfurnished,11,24,No,9.59,5,31033
P00370,Hyderabad,Gachibowli,Apartment,4,1583.0,3.0,Furnished,10,25,No,4.74,11,50167
P00371,Mumbai,Andheri,Apartment,5,785.0,3.0,Furnished,17,21,No,7.39,20,42192
P00372,Pune,Hinjewadi,Apartment,5,577.0,5.0,Unfurnished,12,25,Yes,9.08,17,21866
P00373,Delhi,Karol Bagh,Villa,2,1948.0,2.0,Furnished,18,24,No,1.51,16,58575
P00374,Bangalore,Indiranagar,Independent House,5,493.0,6.0,Furnished,19,25,Yes,7.62,4,35728
P00375,Chennai,T Nagar,Villa,5,1048.0,6.0,Unfurnished,15,21,Yes,2.34,15,38133
P00376,Bangalore,Marathahalli,Independent House,2,625.0,3.0,Furnished,16,22,No,4.8,14,25790
P00377,Bangalore,Marathahalli,Apartment,5,1570.0,6.0,Semi-Furnished,18,23,Yes,3.89,12,56743
P00378,Delhi,Dwarka,Villa,3,1991.0,2.0,Unfurnished,12,18,No,4.97,15,54020
P00379,Bangalore,Electronic City,Independent House,2,1392.0,1.0,Unfurnished,20,23,Yes,1.67,5,42605
P00380,Delhi,Dwarka,Villa,2,,2.0,Unfurnished,3,19,No,4.89,18,51557
P00381,Pune,Kharadi,Apartment,2,626.0,1.0,Unfurnished,18,20,Yes,6.37,1,21139
P00382,Chennai,Velachery,Apartment,3,1187.0,4.0,Unfurnished,18,24,Yes,8.81,9,31469
P00383,Chennai,Anna Nagar,Villa,4,2422.0,2.0,Furnished,13,23,Yes,7.99,5,70295
P00384,Pune,Baner,Apartment,3,2307.0,1.0,Furnished,12,19,Yes,1.26,6,67937
P00385,Delhi,Karol Bagh,Apartment,5,844.0,2.0,Semi-Furnished,19,24,Yes,8.8,17,33211
P00386,Bangalore,Whitefield,Independent House,2,2921.0,3.0,Furnished,20,24,No,3.83,1,84607
P00387,Delhi,Karol Bagh,Apartment,4,2011.0,3.0,Unfurnished,18,19,No,1.51,15,56364
P00388,Bangalore,Marathahalli,Villa,5,2123.0,3.0,Furnished,0,23,Yes,5.86,3,70814
P00389,Bangalore,Indiranagar,Villa,2,1743.0,2.0,Semi-Furnished,3,8,No,6.59,8,48162
P00390,Delhi,Karol Bagh,Villa,3,2956.0,3.0,Unfurnished,12,25,Yes,4.25,17,76761
P00391,Chennai,OMR,Villa,5,2431.0,3.0,Semi-Furnished,18,21,No,7.41,3,66207
P00392,Mumbai,Bandra,Apartment,2,2532.0,,Semi-Furnished,17,18,Yes,4.01,20,74440
P00393,Bangalore,Electronic City,Independent House,5,2233.0,1.0,Furnished,8,16,No,0.98,1,75144
P00394,Mumbai,Borivali,Villa,5,1623.0,6.0,Unfurnished,1,7,No,4.5,6,66482
P00395,Delhi,Saket,Apartment,1,2905.0,1.0,Unfurnished,5,7,No,2.54,0,70248
P00396,Bangalore,Marathahalli,Independent House,3,2068.0,4.0,Unfurnished,6,23,Yes,7.42,2,56551
P00397,Delhi,Saket,Villa,5,2837.0,3.0,Semi-Furnished,8,16,Yes,4.66,12,82134
P00398,Bangalore,Marathahalli,Apartment,4,2523.0,1.0,Unfurnished,2,19,No,3.53,3,69975
P00399,Hyderabad,Madhapur,Villa,4,1994.0,5.0,Semi-Furnished,7,18,No,6.88,18,53080
P00400,Mumbai,Andheri,Independent House,1,2017.0,1.0,Unfurnished,7,18,No,9.56,16,57368
P00401,Bangalore,Marathahalli,Apartment,3,830.0,4.0,Unfurnished,10,12,Yes,4.87,11,30404
P00402,Delhi,Saket,Apartment,2,2493.0,3.0,Furnished,7,15,No,2.23,6,70661
P00403,Delhi,Saket,Apartment,1,941.0,1.0,Unfurnished,15,25,Yes,7.69,17,21189
P00404,Mumbai,Powai,Villa,3,2466.0,3.0,Semi-Furnished,5,22,No,4.1,18,75497
P00405,Bangalore,Indiranagar,Independent House,5,583.0,5.0,Semi-Furnished,12,23,Yes,4.68,3,37964
P00406,Delhi,Karol Bagh,Independent House,1,498.0,1.0,Semi-Furnished,18,19,No,3.74,8,18318
P00407,Delhi,Saket,Apartment,3,2380.0,3.0,Semi-Furnished,5,21,No,2.26,11,67001
P00408,Mumbai,Powai,Independent House,2,2790.0,1.0,Unfurnished,7,11,No,8.08,17,76108
P00409,Mumbai,Bandra,Apartment,2,2387.0,1.0,Furnished,13,21,Yes,9.96,20,73675
P00410,Delhi,Saket,Independent House,3,1477.0,1.0,Semi-Furnished,3,9,Yes,2.31,8,48255
P00411,Pune,Hinjewadi,Independent House,3,1514.0,3.0,Semi-Furnished,17,22,No,0.39,3,47490
P00412,Pune,Wakad,Villa,5,2655.0,2.0,Semi-Furnished,11,17,No,7.79,14,66268
P00413,Mumbai,Powai,Independent House,2,1136.0,3.0,Semi-Furnished,13,24,No,8.52,2,44042
P00414,Chennai,OMR,Apartment,3,1747.0,3.0,Unfurnished,8,21,No,8.9,11,45077
P00415,Delhi,Karol Bagh,Independent House,2,1203.0,1.0,Furnished,7,16,Yes,2.26,12,39680
P00416,Bangalore,Whitefield,Independent House,5,670.0,1.0,Semi-Furnished,16,18,Yes,2.77,4,32309
P00417,Pune,Kharadi,Independent House,2,1463.0,3.0,Semi-Furnished,14,25,Yes,1.49,5,42351
P00418,Bangalore,Marathahalli,Independent House,4,2363.0,5.0,Semi-Furnished,17,25,Yes,9.7,17,65271
P00419,Delhi,Karol Bagh,Villa,5,2231.0,5.0,Unfurnished,20,25,No,9.11,15,62380
P00420,Chennai,Velachery,Independent House,3,1948.0,4.0,Semi-Furnished,4,14,Yes,0.2,4,59823
P00421,Hyderabad,Kukatpally,Villa,1,2464.0,2.0,Semi-Furnished,0,25,No,8.02,19,56069
P00422,Bangalore,Marathahalli,Apartment,4,2746.0,4.0,Semi-Furnished,7,13,No,8.32,7,74698
P00423,Bangalore,Indiranagar,Villa,2,2566.0,3.0,Unfurnished,8,18,No,4.25,2,66123
P00424,Chennai,OMR,Apartment,4,2980.0,4.0,Semi-Furnished,19,23,Yes,3.34,4,79875
P00425,Delhi,Dwarka,Apartment,1,1605.0,2.0,Furnished,14,15,Yes,1.08,0,53751
P00426,Chennai,OMR,Independent House,3,2491.0,3.0,Semi-Furnished,1,12,Yes,8.47,4,63135
P00427,Hyderabad,Kukatpally,Apartment,5,2375.0,2.0,Furnished,8,21,Yes,1.4,7,73532
P00428,Mumbai,Bandra,Villa,1,1265.0,2.0,Unfurnished,3,20,Yes,4.83,9,45816
P00429,Chennai,Velachery,Villa,5,2583.0,1.0,Semi-Furnished,15,20,Yes,3.73,1,75582
P00430,Chennai,Velachery,Apartment,4,1779.0,1.0,Furnished,8,12,No,7.93,0,49927
P00431,Delhi,Karol Bagh,Villa,5,1084.0,3.0,Furnished,7,13,No,1.1,19,44185
P00432,Pune,Hinjewadi,Apartment,3,1080.0,1.0,Furnished,15,19,No,9.82,20,29922
P00433,Mumbai,Bandra,Apartment,4,1917.0,2.0,Semi-Furnished,1,17,No,5.68,17,68132
P00434,Mumbai,Bandra,Villa,2,2676.0,2.0,Semi-Furnished,14,19,Yes,0.87,4,86167
P00435,Hyderabad,Madhapur,Villa,3,2309.0,1.0,Unfurnished,16,23,Yes,8.85,19,54407
P00436,Delhi,Rohini,Independent House,1,2657.0,2.0,Furnished,16,24,Yes,6.21,10,71074
P00437,Pune,Baner,Apartment,1,2593.0,1.0,Furnished,4,10,Yes,2.18,15,65698
P00438,Bangalore,Whitefield,Villa,4,2456.0,5.0,Unfurnished,18,21,Yes,3.79,19,72228
P00439,Bangalore,Whitefield,Apartment,4,777.0,4.0,Unfurnished,1,13,No,8.26,1,32398
P00440,Hyderabad,Hitech City,Villa,1,1694.0,1.0,Furnished,16,18,Yes,7.31,17,44812
P00441,Chennai,T Nagar,Villa,2,2784.0,3.0,Furnished,17,24,Yes,7.71,18,71228
P00442,Pune,Kharadi,Villa,4,876.0,2.0,Furnished,17,24,No,6.64,17,32810
P00443,Mumbai,Powai,Independent House,5,1779.0,3.0,Semi-Furnished,20,24,No,6.16,18,66063
P00444,Chennai,Anna Nagar,Villa,3,1924.0,4.0,Semi-Furnished,12,13,Yes,9.83,19,47651
P00445,Delhi,Rohini,Independent House,1,1680.0,1.0,Furnished,10,11,No,9.21,16,45350
P00446,Delhi,Rohini,Apartment,1,2335.0,2.0,Furnished,4,13,No,8.92,7,59820
P00447,Hyderabad,Madhapur,Apartment,5,2087.0,5.0,Furnished,2,13,No,1.89,18,63726
P00448,Delhi,Saket,Apartment,5,2012.0,1.0,Furnished,10,16,No,4.28,3,62699
P00449,Pune,Hinjewadi,Villa,4,671.0,3.0,Unfurnished,1,12,Yes,3.4,7,24946
P00450,Bangalore,Indiranagar,Independent House,5,2806.0,5.0,Furnished,7,21,No,7.91,4,81452
P00451,Hyderabad,Hitech City,Independent House,5,651.0,5.0,Semi-Furnished,8,11,No,5.12,4,29878
P00452,Mumbai,Bandra,Independent House,4,2790.0,2.0,Unfurnished,19,25,Yes,2.57,8,87292
P00453,Hyderabad,Hitech City,Apartment,4,2184.0,3.0,Semi-Furnished,6,17,No,6.02,0,61532
P00454,Chennai,OMR,Villa,4,1047.0,4.0,Furnished,7,14,No,1.73,2,40769
P00455,Pune,Hinjewadi,Apartment,5,1054.0,3.0,Furnished,10,22,Yes,3.19,15,38800
P00456,Hyderabad,Gachibowli,Villa,5,1317.0,2.0,Unfurnished,16,21,No,6.31,4,42646
P00457,Pune,Hinjewadi,Independent House,5,2607.0,1.0,Semi-Furnished,5,7,No,2.17,19,68645
P00458,Bangalore,Indiranagar,Villa,1,722.0,2.0,Unfurnished,8,20,Yes,0.39,20,25296
P00459,Chennai,Anna Nagar,Villa,1,1742.0,2.0,Unfurnished,17,19,Yes,2.15,14,45599
P00460,Pune,Hinjewadi,Apartment,2,2618.0,2.0,Semi-Furnished,15,22,Yes,0.38,11,69180
P00461,Pune,Baner,Apartment,5,1579.0,1.0,Unfurnished,8,21,Yes,9.45,8,41402
P00462,Chennai,OMR,Independent House,2,809.0,3.0,Semi-Furnished,16,20,No,2.56,4,29707
P00463,Hyderabad,Madhapur,Independent House,5,989.0,2.0,Unfurnished,4,23,Yes,8.65,9,34455
P00464,Pune,Wakad,Independent House,2,2763.0,1.0,Semi-Furnished,2,20,Yes,2.0,4,74722
P00465,Bangalore,Marathahalli,Independent House,4,1692.0,4.0,Unfurnished,20,23,Yes,7.84,3,49965
P00466,Chennai,Velachery,Villa,5,1543.0,5.0,Unfurnished,19,21,Yes,2.46,0,51790
P00467,Bangalore,Indiranagar,Apartment,5,,4.0,Unfurnished,20,23,Yes,8.55,15,79095
P00468,Chennai,T Nagar,Apartment,2,582.0,2.0,Furnished,8,22,Yes,7.48,6,22937
P00469,Bangalore,Electronic City,Independent House,5,2456.0,6.0,Semi-Furnished,14,18,No,4.17,1,78521
P00470,Pune,Kharadi,Villa,3,2064.0,1.0,Unfurnished,3,18,No,8.3,1,49145
P00471,Delhi,Karol Bagh,Villa,1,2734.0,2.0,Unfurnished,20,21,Yes,3.05,12,67599
P00472,Hyderabad,Kukatpally,Apartment,4,1655.0,5.0,Furnished,16,19,No,8.33,14,48915
P00473,Pune,Hinjewadi,Apartment,5,2688.0,2.0,Semi-Furnished,13,19,No,0.44,14,75965
P00474,Pune,Wakad,Independent House,1,1474.0,2.0,Unfurnished,20,22,Yes,1.09,14,40493
P00475,Hyderabad,Hitech City,Villa,4,,5.0,Furnished,12,21,No,0.63,5,77125
P00476,Delhi,Rohini,Apartment,2,1182.0,3.0,Furnished,13,18,No,7.36,14,37365
P00477,Pune,Wakad,Apartment,2,1280.0,1.0,Unfurnished,8,9,No,5.08,15,32110
P00478,Bangalore,Indiranagar,Apartment,2,2861.0,3.0,Semi-Furnished,14,21,No,0.98,19,73238
P00479,Chennai,OMR,Villa,5,1300.0,1.0,Furnished,4,6,No,0.56,1,50920
P00480,Delhi,Saket,Independent House,1,650.0,1.0,Semi-Furnished,5,11,No,6.19,19,21244
P00481,Delhi,Rohini,Independent House,5,1925.0,1.0,Furnished,9,20,No,9.0,2,59540
P00482,Delhi,Dwarka,Independent House,4,1001.0,1.0,Unfurnished,8,19,No,5.34,6,34584
P00483,Bangalore,Whitefield,Villa,5,809.0,4.0,Unfurnished,19,25,No,4.39,10,32871
P00484,Delhi,Saket,Apartment,5,2754.0,4.0,Unfurnished,20,24,No,8.12,19,70396
P00485,Pune,Baner,Apartment,1,934.0,1.0,Semi-Furnished,20,21,Yes,8.04,13,24573
P00486,Bangalore,Marathahalli,Independent House,5,1319.0,1.0,Unfurnished,6,16,No,7.94,9,39596
P00487,Delhi,Saket,Apartment,1,1815.0,2.0,Semi-Furnished,18,23,Yes,8.35,6,48229
P00488,Hyderabad,Kukatpally,Independent House,1,1006.0,2.0,Furnished,20,24,No,4.73,13,28775
P00489,Delhi,Saket,Villa,3,2724.0,1.0,,18,24,No,8.04,11,69564
P00490,Chennai,OMR,Apartment,3,1986.0,2.0,Unfurnished,19,23,Yes,6.03,9,54129
P00491,Hyderabad,Hitech City,Independent House,4,805.0,4.0,Furnished,11,19,No,2.32,9,34815
P00492,Bangalore,Marathahalli,Apartment,2,829.0,2.0,Unfurnished,0,16,Yes,2.06,15,32099
P00493,Delhi,Saket,Independent House,2,852.0,,Unfurnished,4,11,Yes,4.7,16,25557
P00494,Bangalore,Marathahalli,Apartment,5,806.0,3.0,Semi-Furnished,1,5,No,0.42,9,40772
P00495,Chennai,OMR,Apartment,2,1623.0,2.0,Unfurnished,10,23,No,6.78,8,37982
P00496,Chennai,OMR,Apartment,1,2742.0,1.0,Furnished,17,23,No,2.86,9,71747
P00497,Chennai,T Nagar,Apartment,3,2961.0,3.0,Unfurnished,14,15,Yes,0.48,1,76617
P00498,Mumbai,Andheri,Apartment,4,2055.0,2.0,Unfurnished,19,24,No,6.24,9,66256
P00499,Chennai,Velachery,Independent House,5,989.0,1.0,Unfurnished,14,16,No,3.24,20,33270
P00500,Mumbai,Borivali,Apartment,2,1038.0,3.0,Semi-Furnished,11,18,Yes,7.06,10,44907
P00501,Mumbai,Borivali,Apartment,1,2396.0,1.0,Semi-Furnished,15,23,Yes,2.97,11,75952
P00502,Delhi,Rohini,Villa,1,2111.0,1.0,Semi-Furnished,17,19,No,5.42,12,55296
P00503,Mumbai,Bandra,Villa,2,2694.0,,Semi-Furnished,12,14,No,2.24,18,80603
P00504,Mumbai,Powai,Villa,2,1158.0,3.0,Unfurnished,2,25,No,1.32,19,46290
P00505,Hyderabad,Hitech City,Independent House,2,1711.0,2.0,Furnished,19,20,No,3.41,20,50633
P00506,Bangalore,Whitefield,Apartment,2,2828.0,3.0,Furnished,4,9,No,5.41,12,78881
P00507,Delhi,Karol Bagh,Apartment,2,1746.0,2.0,Unfurnished,9,23,No,9.9,18,38203
P00508,Delhi,Karol Bagh,Apartment,3,705.0,3.0,Unfurnished,1,2,No,1.28,9,25413
P00509,Chennai,Anna Nagar,Villa,5,2064.0,6.0,Semi-Furnished,12,19,No,4.46,6,65756
P00510,Chennai,Anna Nagar,Apartment,2,2725.0,2.0,Semi-Furnished,13,16,No,9.98,4,63743
P00511,Bangalore,Whitefield,Villa,1,1039.0,2.0,Unfurnished,13,16,Yes,1.54,13,33352
P00512,Pune,Kharadi,Villa,2,2311.0,3.0,Semi-Furnished,17,25,No,3.68,5,61329
P00513,Delhi,Dwarka,Villa,4,1419.0,5.0,Semi-Furnished,13,22,No,0.53,1,54047
P00514,Mumbai,Powai,Apartment,5,2422.0,6.0,Furnished,4,21,No,4.76,2,89517
P00515,Delhi,Dwarka,Apartment,4,769.0,5.0,Unfurnished,9,11,No,5.44,0,32922
